data,ora,consumo
20231228,04,175
20231228,05,184
20231228,06,173
20231228,07,198
20231228,08,173
20231228,09,187
20231228,10,161
20231228,11,225
20231228,12,176
20231228,13,1193
20231228,14,452
20231228,15,359
20231228,16,918
20231228,17,1416
20231228,18,754
20231228,19,698
20231228,20,1323
20231228,21,406
20231228,22,391
20231228,23,397
20231229,00,210
20231229,01,194
20231229,02,178
20231229,03,183
20231229,04,171
20231229,05,193
20231229,06,173
20231229,07,194
20231229,08,163
20231229,09,195
20231229,10,431
20231229,11,375
20231229,12,391
20231229,13,1105
20231229,14,378
20231229,15,251
20231229,16,1380
20231229,17,557
20231229,18,617
20231229,19,604
20231229,20,618
20231229,21,459
20231229,22,486
20231229,23,259
20231230,00,188
20231230,01,166
20231230,02,173
20231230,03,188
20231230,04,166
20231230,05,183
20231230,06,201
20231230,07,181
20231230,08,161
20231230,09,189
20231230,10,1521
20231230,11,852
20231230,12,1190
20231230,13,947
20231230,14,481
20231230,15,975
20231230,16,1262
20231230,17,1029
20231230,18,734
20231230,19,829
20231230,20,1202
20231230,21,1961
20231230,22,588
20231230,23,469
20231231,00,195
20231231,01,173
20231231,02,174
20231231,03,170
20231231,04,179
20231231,05,182
20231231,06,187
20231231,07,1246
20231231,08,1000
20231231,09,160
20231231,10,183
20231231,11,1545
20231231,12,1483
20231231,13,1125
20231231,14,1436
20231231,15,813
20231231,16,1244
20231231,17,2122
20231231,18,1259
20231231,19,1591
20231231,20,608
20231231,21,1533
20231231,22,928
20231231,23,632
20240101,00,324
20240101,01,217
20240101,02,177
20240101,03,198
20240101,04,171
20240101,05,181
20240101,06,200
20240101,07,295
20240101,08,653
20240101,09,1173
20240101,10,1073
20240101,11,984
20240101,12,1446
20240101,13,1418
20240101,14,536
20240101,15,544
20240101,16,747
20240101,17,797
20240101,18,788
20240101,19,852
20240101,20,785
20240101,21,1141
20240101,22,804
20240101,23,274
20240102,00,304
20240102,01,229
20240102,02,170
20240102,03,178
20240102,04,202
20240102,05,179
20240102,06,172
20240102,07,210
20240102,08,227
20240102,09,516
20240102,10,242
20240102,11,532
20240102,12,1456
20240102,13,554
20240102,14,802
20240102,15,1032
20240102,16,401
20240102,17,410
20240102,18,554
20240102,19,1795
20240102,20,1236
20240102,21,1230
20240102,22,601
20240102,23,276
20240103,00,205
20240103,01,168
20240103,02,186
20240103,03,185
20240103,04,193
20240103,05,198
20240103,06,257
20240103,07,280
20240103,08,200
20240103,09,223
20240103,10,209
20240103,11,232
20240103,12,297
20240103,13,1185
20240103,14,1580
20240103,15,937
20240103,16,1182
20240103,17,1217
20240103,18,626
20240103,19,682
20240103,20,561
20240103,21,519
20240103,22,459
20240103,23,396
20240104,00,256
20240104,01,192
20240104,02,190
20240104,03,189
20240104,04,192
20240104,05,185
20240104,06,180
20240104,07,212
20240104,08,163
20240104,09,179
20240104,10,158
20240104,11,174
20240104,12,204
20240104,13,1207
20240104,14,582
20240104,15,1083
20240104,16,1049
20240104,17,586
20240104,18,591
20240104,19,590
20240104,20,634
20240104,21,442
20240104,22,361
20240104,23,330
20240105,00,240
20240105,01,226
20240105,02,189
20240105,03,178
20240105,04,204
20240105,05,185
20240105,06,179
20240105,07,193
20240105,08,167
20240105,09,203
20240105,10,221
20240105,11,309
20240105,12,213
20240105,13,306
20240105,14,553
20240105,15,606
20240105,16,338
20240105,17,203
20240105,18,187
20240105,19,304
20240105,20,277
20240105,21,292
20240105,22,396
20240105,23,286
20240106,00,177
20240106,01,167
20240106,02,171
20240106,03,183
20240106,04,170
20240106,05,178
20240106,06,181
20240106,07,197
20240106,08,158
20240106,09,339
20240106,10,1416
20240106,11,626
20240106,12,585
20240106,13,1804
20240106,14,1033
20240106,15,319
20240106,16,256
20240106,17,255
20240106,18,275
20240106,19,298
20240106,20,1366
20240106,21,774
20240106,22,698
20240106,23,1200
20240107,00,585
20240107,01,224
20240107,02,188
20240107,03,179
20240107,04,181
20240107,05,187
20240107,06,236
20240107,07,331
20240107,08,847
20240107,09,749
20240107,10,1618
20240107,11,976
20240107,12,1074
20240107,13,982
20240107,14,412
20240107,15,424
20240107,16,1410
20240107,17,858
20240107,18,339
20240107,19,369
20240107,20,1095
20240107,21,1955
20240107,22,788
20240107,23,611
20240108,00,417
20240108,01,404
20240108,02,408
20240108,03,415
20240108,04,327
20240108,05,236
20240108,06,198
20240108,07,256
20240108,08,172
20240108,09,195
20240108,10,183
20240108,11,222
20240108,12,758
20240108,13,1192
20240108,14,546
20240108,15,424
20240108,16,488
20240108,17,655
20240108,18,675
20240108,19,1584
20240108,20,1267
20240108,21,650
20240108,22,544
20240108,23,466
20240109,00,654
20240109,01,872
20240109,02,183
20240109,03,195
20240109,04,202
20240109,05,189
20240109,06,220
20240109,07,317
20240109,08,1027
20240109,09,306
20240109,10,629
20240109,11,833
20240109,12,1941
20240109,13,1799
20240109,14,323
20240109,15,984
20240109,16,986
20240109,17,368
20240109,18,900
20240109,19,580
20240109,20,609
20240109,21,350
20240109,22,226
20240109,23,216
20240110,00,173
20240110,01,192
20240110,02,237
20240110,03,187
20240110,04,180
20240110,05,181
20240110,06,165
20240110,07,998
20240110,08,283
20240110,09,301
20240110,10,249
20240110,11,173
20240110,12,222
20240110,13,1301
20240110,14,368
20240110,15,264
20240110,16,992
20240110,17,926
20240110,18,550
20240110,19,474
20240110,20,602
20240110,21,586
20240110,22,551
20240110,23,296
20240111,00,209
20240111,01,185
20240111,02,179
20240111,03,171
20240111,04,210
20240111,05,179
20240111,06,170
20240111,07,667
20240111,08,197
20240111,09,185
20240111,10,157
20240111,11,171
20240111,12,217
20240111,13,1247
20240111,14,357
20240111,15,307
20240111,16,384
20240111,17,1863
20240111,18,1149
20240111,19,1238
20240111,20,550
20240111,21,544
20240111,22,307
20240111,23,262
20240112,00,220
20240112,01,205
20240112,02,175
20240112,03,179
20240112,04,195
20240112,05,172
20240112,06,191
20240112,07,207
20240112,08,155
20240112,09,176
20240112,10,159
20240112,11,205
20240112,12,203
20240112,13,867
20240112,14,348
20240112,15,698
20240112,16,753
20240112,17,1842
20240112,18,1525
20240112,19,1470
20240112,20,2224
20240112,21,599
20240112,22,387
20240112,23,-12972
20240113,00,920
20240113,01,646
20240113,02,167
20240113,03,161
20240113,04,173
20240113,05,173
20240113,06,164
20240113,07,161
20240113,08,262
20240113,09,1639
20240113,10,480
20240113,11,819
20240113,12,1713
20240113,13,645
20240113,14,487
20240113,15,1118
20240113,16,1727
20240113,17,859
